id_categorie_billet;id_salle;nom_salle;categorie_billet;jauge_categorie_billet;type_tarif;id_cat_profil;id_cat_horaire;profil_tarif;horaire_tarif;tarif_brut
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;ABONNEMENT;CP012;CH001;Carte Famille / Tarif moins de 28 ans;Horaire Indifférencié;13
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;GROUPE;CP014;CH001;Enseignement (groupes scolaires);Horaire Indifférencié;12
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;INDIVIDUEL;CP001;CH002;Plein tarif;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;24
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;INDIVIDUEL;CP001;CH003;Plein tarif;Vendredi & samedi à 20h30;24
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;INDIVIDUEL;CP001;CH004;Plein tarif;Samedi 14h & dimanche à 20h30;24
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;INDIVIDUEL;CP002;CH002;Moins de 30 ans + plus de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;24
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;INDIVIDUEL;CP002;CH003;Moins de 30 ans + plus de 28 ans;Vendredi & samedi à 20h30;24
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;INDIVIDUEL;CP002;CH004;Moins de 30 ans + plus de 28 ans;Samedi 14h & dimanche à 20h30;24
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;INDIVIDUEL;CP003;CH002;Moins de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;10
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;INDIVIDUEL;CP003;CH003;Moins de 28 ans;Vendredi & samedi à 20h30;10
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;INDIVIDUEL;CP003;CH004;Moins de 28 ans;Samedi 14h & dimanche à 20h30;10
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;INDIVIDUEL;CP004;CH002;Demandeurs d'emploi;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;10
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;INDIVIDUEL;CP004;CH003;Demandeurs d'emploi;Vendredi & samedi à 20h30;10
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;INDIVIDUEL;CP004;CH004;Demandeurs d'emploi;Samedi 14h & dimanche à 20h30;10
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;INDIVIDUEL;CP005;CH001;Minima Sociaux;Horaire Indifférencié;7
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;INDIVIDUEL;CP006;CH001;Personne en situation de handicap adulte;Horaire Indifférencié;12
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;INDIVIDUEL;CP007;CH001;Personne en situation de handicap moins de 28 ans;Horaire Indifférencié;12
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;INDIVIDUEL;CP008;CH001;Accompagnateur, accompagnatrice sous condition;Horaire Indifférencié;12
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;ABONNEMENT;CP009;CH001;Carte Adulte;Horaire Indifférencié;15
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;ABONNEMENT;CP010;CH001;Carte Jeune / Tarif moins de 28 ans;Horaire Indifférencié;8
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;ABONNEMENT;CP011;CH001;Carte Famille / Tarif adulte;Horaire Indifférencié;15
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;ABONNEMENT;CP012;CH001;Carte Famille / Tarif moins de 28 ans;Horaire Indifférencié;8
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;GROUPE;CP014;CH001;Enseignement (groupes scolaires);Horaire Indifférencié;8
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;GROUPE;CP015;CH001;Formations (groupes enseignants);Horaire Indifférencié;13
SODE03;SODE;Odéon Théâtre de l’Europe;3;200;GROUPE;CP016;CH001;Champ médico-social;Horaire Indifférencié;8
SODE04;SODE;Odéon Théâtre de l’Europe;4;100;INDIVIDUEL;CP001;CH002;Plein tarif;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;14
SODE04;SODE;Odéon Théâtre de l’Europe;4;100;INDIVIDUEL;CP001;CH003;Plein tarif;Vendredi & samedi à 20h30;14
SODE04;SODE;Odéon Théâtre de l’Europe;4;100;INDIVIDUEL;CP001;CH004;Plein tarif;Samedi 14h & dimanche à 20h30;14
SODE04;SODE;Odéon Théâtre de l’Europe;4;100;INDIVIDUEL;CP002;CH002;Moins de 30 ans + plus de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;14
SODE04;SODE;Odéon Théâtre de l’Europe;4;100;INDIVIDUEL;CP002;CH003;Moins de 30 ans + plus de 28 ans;Vendredi & samedi à 20h30;14
SODE04;SODE;Odéon Théâtre de l’Europe;4;100;INDIVIDUEL;CP002;CH004;Moins de 30 ans + plus de 28 ans;Samedi 14h & dimanche à 20h30;14
SODE04;SODE;Odéon Théâtre de l’Europe;4;100;INDIVIDUEL;CP003;CH002;Moins de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;7
SODE04;SODE;Odéon Théâtre de l’Europe;4;100;INDIVIDUEL;CP003;CH003;Moins de 28 ans;Vendredi & samedi à 20h30;7
SODE04;SODE;Odéon Théâtre de l’Europe;4;100;INDIVIDUEL;CP003;CH004;Moins de 28 ans;Samedi 14h & dimanche à 20h30;7
SODE04;SODE;Odéon Théâtre de l’Europe;4;100;INDIVIDUEL;CP004;CH002;Demandeurs d'emploi;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;7
SODE04;SODE;Odéon Théâtre de l’Europe;4;100;INDIVIDUEL;CP004;CH003;Demandeurs d'emploi;Vendredi & samedi à 20h30;7
SODE04;SODE;Odéon Théâtre de l’Europe;4;100;INDIVIDUEL;CP004;CH004;Demandeurs d'emploi;Samedi 14h & dimanche à 20h30;7
SODE04;SODE;Odéon Théâtre de l’Europe;4;100;INDIVIDUEL;CP005;CH001;Minima Sociaux;Horaire Indifférencié;6
SODE04;SODE;Odéon Théâtre de l’Europe;4;100;INDIVIDUEL;CP006;CH001;Personne en situation de handicap adulte;Horaire Indifférencié;8
SODE04;SODE;Odéon Théâtre de l’Europe;4;100;INDIVIDUEL;CP007;CH001;Personne en situation de handicap moins de 28 ans;Horaire Indifférencié;8
SODE04;SODE;Odéon Théâtre de l’Europe;4;100;INDIVIDUEL;CP008;CH001;Accompagnateur, accompagnatrice sous condition;Horaire Indifférencié;8
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;INDIVIDUEL;CP001;CH002;Plein tarif;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;44
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;INDIVIDUEL;CP001;CH003;Plein tarif;Vendredi & samedi à 20h30;44
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;INDIVIDUEL;CP001;CH004;Plein tarif;Samedi 14h & dimanche à 20h30;44
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;INDIVIDUEL;CP002;CH002;Moins de 30 ans + plus de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;20
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;INDIVIDUEL;CP002;CH003;Moins de 30 ans + plus de 28 ans;Vendredi & samedi à 20h30;20
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;INDIVIDUEL;CP002;CH004;Moins de 30 ans + plus de 28 ans;Samedi 14h & dimanche à 20h30;20
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;INDIVIDUEL;CP003;CH002;Moins de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;20
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;INDIVIDUEL;CP003;CH003;Moins de 28 ans;Vendredi & samedi à 20h30;20
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;INDIVIDUEL;CP003;CH004;Moins de 28 ans;Samedi 14h & dimanche à 20h30;20
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;INDIVIDUEL;CP004;CH002;Demandeurs d'emploi;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;24
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;INDIVIDUEL;CP004;CH003;Demandeurs d'emploi;Vendredi & samedi à 20h30;24
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;INDIVIDUEL;CP004;CH004;Demandeurs d'emploi;Samedi 14h & dimanche à 20h30;24
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;INDIVIDUEL;CP005;CH001;Minima Sociaux;Horaire Indifférencié;16
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;INDIVIDUEL;CP006;CH001;Personne en situation de handicap adulte;Horaire Indifférencié;16
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;INDIVIDUEL;CP007;CH001;Personne en situation de handicap moins de 28 ans;Horaire Indifférencié;16
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;INDIVIDUEL;CP008;CH001;Accompagnateur, accompagnatrice sous condition;Horaire Indifférencié;16
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;ABONNEMENT;CP009;CH001;Carte Adulte;Horaire Indifférencié;40
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;ABONNEMENT;CP010;CH001;Carte Jeune / Tarif moins de 28 ans;Horaire Indifférencié;18
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;ABONNEMENT;CP011;CH001;Carte Famille / Tarif adulte;Horaire Indifférencié;40
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;ABONNEMENT;CP012;CH001;Carte Famille / Tarif moins de 28 ans;Horaire Indifférencié;18
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;GROUPE;CP013;CH002;Collectivités;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;40
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;GROUPE;CP013;CH003;Collectivités;Vendredi & samedi à 20h30;40
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;GROUPE;CP013;CH004;Collectivités;Samedi 14h & dimanche à 20h30;40
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;GROUPE;CP014;CH001;Enseignement (groupes scolaires);Horaire Indifférencié;15
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;GROUPE;CP015;CH001;Formations (groupes enseignants);Horaire Indifférencié;13
STNA01;STNA;Théâtre Nanterre-Amandiers;Non différencié;782;GROUPE;CP016;CH001;Champ médico-social;Horaire Indifférencié;6
SATR01;SATR;13e art;A;358;INDIVIDUEL;CP001;CH002;Plein tarif;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;44
SATR01;SATR;13e art;A;358;INDIVIDUEL;CP001;CH003;Plein tarif;Vendredi & samedi à 20h30;44
SATR01;SATR;13e art;A;358;INDIVIDUEL;CP001;CH004;Plein tarif;Samedi 14h & dimanche à 20h30;44
SATR01;SATR;13e art;A;358;INDIVIDUEL;CP002;CH002;Moins de 30 ans + plus de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;44
SATR01;SATR;13e art;A;358;INDIVIDUEL;CP002;CH003;Moins de 30 ans + plus de 28 ans;Vendredi & samedi à 20h30;44
SATR01;SATR;13e art;A;358;INDIVIDUEL;CP002;CH004;Moins de 30 ans + plus de 28 ans;Samedi 14h & dimanche à 20h30;44
SATR01;SATR;13e art;A;358;INDIVIDUEL;CP003;CH002;Moins de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;22
SATR01;SATR;13e art;A;358;INDIVIDUEL;CP003;CH003;Moins de 28 ans;Vendredi & samedi à 20h30;22
SATR01;SATR;13e art;A;358;INDIVIDUEL;CP003;CH004;Moins de 28 ans;Samedi 14h & dimanche à 20h30;22
SATR01;SATR;13e art;A;358;INDIVIDUEL;CP004;CH002;Demandeurs d'emploi;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;24
SATR01;SATR;13e art;A;358;INDIVIDUEL;CP004;CH003;Demandeurs d'emploi;Vendredi & samedi à 20h30;24
SATR01;SATR;13e art;A;358;INDIVIDUEL;CP004;CH004;Demandeurs d'emploi;Samedi 14h & dimanche à 20h30;24
SATR01;SATR;13e art;A;358;INDIVIDUEL;CP005;CH001;Minima Sociaux;Horaire Indifférencié;16
SATR01;SATR;13e art;A;358;INDIVIDUEL;CP006;CH001;Personne en situation de handicap adulte;Horaire Indifférencié;30
SATR01;SATR;13e art;A;358;INDIVIDUEL;CP007;CH001;Personne en situation de handicap moins de 28 ans;Horaire Indifférencié;22
SATR01;SATR;13e art;A;358;INDIVIDUEL;CP008;CH001;Accompagnateur, accompagnatrice sous condition;Horaire Indifférencié;0
SATR01;SATR;13e art;A;358;ABONNEMENT;CP009;CH001;Carte Adulte;Horaire Indifférencié;40
SATR01;SATR;13e art;A;358;ABONNEMENT;CP010;CH001;Carte Jeune / Tarif moins de 28 ans;Horaire Indifférencié;20
SATR01;SATR;13e art;A;358;ABONNEMENT;CP011;CH001;Carte Famille / Tarif adulte;Horaire Indifférencié;40
SATR01;SATR;13e art;A;358;ABONNEMENT;CP012;CH001;Carte Famille / Tarif moins de 28 ans;Horaire Indifférencié;20
SATR01;SATR;13e art;A;358;GROUPE;CP013;CH002;Collectivités;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;42
SATR01;SATR;13e art;A;358;GROUPE;CP013;CH003;Collectivités;Vendredi & samedi à 20h30;42
SATR01;SATR;13e art;A;358;GROUPE;CP013;CH004;Collectivités;Samedi 14h & dimanche à 20h30;42
SATR02;SATR;13e art;B;180;INDIVIDUEL;CP001;CH002;Plein tarif;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;32
SATR02;SATR;13e art;B;180;INDIVIDUEL;CP001;CH003;Plein tarif;Vendredi & samedi à 20h30;32
SATR02;SATR;13e art;B;180;INDIVIDUEL;CP001;CH004;Plein tarif;Samedi 14h & dimanche à 20h30;32
SATR02;SATR;13e art;B;180;INDIVIDUEL;CP002;CH002;Moins de 30 ans + plus de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;32
SATR02;SATR;13e art;B;180;INDIVIDUEL;CP002;CH003;Moins de 30 ans + plus de 28 ans;Vendredi & samedi à 20h30;32
SATR02;SATR;13e art;B;180;INDIVIDUEL;CP002;CH004;Moins de 30 ans + plus de 28 ans;Samedi 14h & dimanche à 20h30;32
SATR02;SATR;13e art;B;180;INDIVIDUEL;CP003;CH002;Moins de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;16
SATR02;SATR;13e art;B;180;INDIVIDUEL;CP003;CH003;Moins de 28 ans;Vendredi & samedi à 20h30;16
SATR02;SATR;13e art;B;180;INDIVIDUEL;CP003;CH004;Moins de 28 ans;Samedi 14h & dimanche à 20h30;16
SATR02;SATR;13e art;B;180;INDIVIDUEL;CP004;CH002;Demandeurs d'emploi;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;18
SATR02;SATR;13e art;B;180;INDIVIDUEL;CP004;CH003;Demandeurs d'emploi;Vendredi & samedi à 20h30;18
SATR02;SATR;13e art;B;180;INDIVIDUEL;CP004;CH004;Demandeurs d'emploi;Samedi 14h & dimanche à 20h30;18
SATR02;SATR;13e art;B;180;INDIVIDUEL;CP005;CH001;Minima Sociaux;Horaire Indifférencié;12
SATR02;SATR;13e art;B;180;INDIVIDUEL;CP006;CH001;Personne en situation de handicap adulte;Horaire Indifférencié;22
SATR02;SATR;13e art;B;180;INDIVIDUEL;CP007;CH001;Personne en situation de handicap moins de 28 ans;Horaire Indifférencié;16
SATR02;SATR;13e art;B;180;INDIVIDUEL;CP008;CH001;Accompagnateur, accompagnatrice sous condition;Horaire Indifférencié;0
SATR02;SATR;13e art;B;180;ABONNEMENT;CP009;CH001;Carte Adulte;Horaire Indifférencié;30
SATR02;SATR;13e art;B;180;ABONNEMENT;CP010;CH001;Carte Jeune / Tarif moins de 28 ans;Horaire Indifférencié;15
SATR02;SATR;13e art;B;180;ABONNEMENT;CP011;CH001;Carte Famille / Tarif adulte;Horaire Indifférencié;30
SATR02;SATR;13e art;B;180;ABONNEMENT;CP012;CH001;Carte Famille / Tarif moins de 28 ans;Horaire Indifférencié;15
SATR02;SATR;13e art;B;180;GROUPE;CP013;CH002;Collectivités;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;30
SATR02;SATR;13e art;B;180;GROUPE;CP013;CH003;Collectivités;Vendredi & samedi à 20h30;30
SATR02;SATR;13e art;B;180;GROUPE;CP013;CH004;Collectivités;Samedi 14h & dimanche à 20h30;30
SATR02;SATR;13e art;B;180;GROUPE;CP014;CH001;Enseignement (groupes scolaires);Horaire Indifférencié;15
SATR03;SATR;13e art;C;320;INDIVIDUEL;CP001;CH002;Plein tarif;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;16
SATR03;SATR;13e art;C;320;INDIVIDUEL;CP001;CH003;Plein tarif;Vendredi & samedi à 20h30;16
SATR03;SATR;13e art;C;320;INDIVIDUEL;CP001;CH004;Plein tarif;Samedi 14h & dimanche à 20h30;16
SATR03;SATR;13e art;C;320;INDIVIDUEL;CP002;CH002;Moins de 30 ans + plus de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;16
SATR03;SATR;13e art;C;320;INDIVIDUEL;CP002;CH003;Moins de 30 ans + plus de 28 ans;Vendredi & samedi à 20h30;16
SATR03;SATR;13e art;C;320;INDIVIDUEL;CP002;CH004;Moins de 30 ans + plus de 28 ans;Samedi 14h & dimanche à 20h30;16
SATR03;SATR;13e art;C;320;INDIVIDUEL;CP003;CH002;Moins de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;10
SATR03;SATR;13e art;C;320;INDIVIDUEL;CP003;CH003;Moins de 28 ans;Vendredi & samedi à 20h30;10
SATR03;SATR;13e art;C;320;INDIVIDUEL;CP003;CH004;Moins de 28 ans;Samedi 14h & dimanche à 20h30;10
SATR03;SATR;13e art;C;320;INDIVIDUEL;CP004;CH002;Demandeurs d'emploi;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;11
SATR03;SATR;13e art;C;320;INDIVIDUEL;CP004;CH003;Demandeurs d'emploi;Vendredi & samedi à 20h30;11
SATR03;SATR;13e art;C;320;INDIVIDUEL;CP004;CH004;Demandeurs d'emploi;Samedi 14h & dimanche à 20h30;11
SATR03;SATR;13e art;C;320;INDIVIDUEL;CP005;CH001;Minima Sociaux;Horaire Indifférencié;6
SATR03;SATR;13e art;C;320;INDIVIDUEL;CP006;CH001;Personne en situation de handicap adulte;Horaire Indifférencié;12
SATR03;SATR;13e art;C;320;INDIVIDUEL;CP007;CH001;Personne en situation de handicap moins de 28 ans;Horaire Indifférencié;10
SATR03;SATR;13e art;C;320;INDIVIDUEL;CP008;CH001;Accompagnateur, accompagnatrice sous condition;Horaire Indifférencié;0
SATR03;SATR;13e art;C;320;ABONNEMENT;CP009;CH001;Carte Adulte;Horaire Indifférencié;15
SATR03;SATR;13e art;C;320;ABONNEMENT;CP010;CH001;Carte Jeune / Tarif moins de 28 ans;Horaire Indifférencié;10
SATR03;SATR;13e art;C;320;ABONNEMENT;CP011;CH001;Carte Famille / Tarif adulte;Horaire Indifférencié;15
SATR03;SATR;13e art;C;320;ABONNEMENT;CP012;CH001;Carte Famille / Tarif moins de 28 ans;Horaire Indifférencié;10
SATR03;SATR;13e art;C;320;GROUPE;CP014;CH001;Enseignement (groupes scolaires);Horaire Indifférencié;10
SATR03;SATR;13e art;C;320;GROUPE;CP015;CH001;Formations (groupes enseignants);Horaire Indifférencié;13
SATR03;SATR;13e art;C;320;GROUPE;CP016;CH001;Champ médico-social;Horaire Indifférencié;6
SGHV01;SGHV;Grande Halle de La Villette;1;880;INDIVIDUEL;CP001;CH002;Plein tarif;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;45
SGHV01;SGHV;Grande Halle de La Villette;1;880;INDIVIDUEL;CP001;CH003;Plein tarif;Vendredi & samedi à 20h30;45
SGHV01;SGHV;Grande Halle de La Villette;1;880;INDIVIDUEL;CP001;CH004;Plein tarif;Samedi 14h & dimanche à 20h30;45
SGHV01;SGHV;Grande Halle de La Villette;1;880;INDIVIDUEL;CP002;CH002;Moins de 30 ans + plus de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;45
SGHV01;SGHV;Grande Halle de La Villette;1;880;INDIVIDUEL;CP002;CH003;Moins de 30 ans + plus de 28 ans;Vendredi & samedi à 20h30;45
SGHV01;SGHV;Grande Halle de La Villette;1;880;INDIVIDUEL;CP002;CH004;Moins de 30 ans + plus de 28 ans;Samedi 14h & dimanche à 20h30;45
SGHV01;SGHV;Grande Halle de La Villette;1;880;INDIVIDUEL;CP003;CH002;Moins de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;25
SGHV01;SGHV;Grande Halle de La Villette;1;880;INDIVIDUEL;CP003;CH003;Moins de 28 ans;Vendredi & samedi à 20h30;25
SGHV01;SGHV;Grande Halle de La Villette;1;880;INDIVIDUEL;CP003;CH004;Moins de 28 ans;Samedi 14h & dimanche à 20h30;25
SGHV01;SGHV;Grande Halle de La Villette;1;880;INDIVIDUEL;CP004;CH002;Demandeurs d'emploi;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;25
SGHV01;SGHV;Grande Halle de La Villette;1;880;INDIVIDUEL;CP004;CH003;Demandeurs d'emploi;Vendredi & samedi à 20h30;25
SGHV01;SGHV;Grande Halle de La Villette;1;880;INDIVIDUEL;CP004;CH004;Demandeurs d'emploi;Samedi 14h & dimanche à 20h30;25
SGHV01;SGHV;Grande Halle de La Villette;1;880;INDIVIDUEL;CP005;CH001;Minima Sociaux;Horaire Indifférencié;15
SGHV01;SGHV;Grande Halle de La Villette;1;880;INDIVIDUEL;CP006;CH001;Personne en situation de handicap adulte;Horaire Indifférencié;25
SGHV01;SGHV;Grande Halle de La Villette;1;880;INDIVIDUEL;CP007;CH001;Personne en situation de handicap moins de 28 ans;Horaire Indifférencié;25
SGHV01;SGHV;Grande Halle de La Villette;1;880;INDIVIDUEL;CP008;CH001;Accompagnateur, accompagnatrice sous condition;Horaire Indifférencié;25
SGHV01;SGHV;Grande Halle de La Villette;1;880;ABONNEMENT;CP009;CH001;Carte Adulte;Horaire Indifférencié;40
SGHV01;SGHV;Grande Halle de La Villette;1;880;ABONNEMENT;CP010;CH001;Carte Jeune / Tarif moins de 28 ans;Horaire Indifférencié;20
SGHV01;SGHV;Grande Halle de La Villette;1;880;ABONNEMENT;CP011;CH001;Carte Famille / Tarif adulte;Horaire Indifférencié;40
SGHV01;SGHV;Grande Halle de La Villette;1;880;ABONNEMENT;CP012;CH001;Carte Famille / Tarif moins de 28 ans;Horaire Indifférencié;20
SGHV01;SGHV;Grande Halle de La Villette;1;880;GROUPE;CP013;CH002;Collectivités;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;35
SGHV01;SGHV;Grande Halle de La Villette;1;880;GROUPE;CP013;CH003;Collectivités;Vendredi & samedi à 20h30;35
SGHV01;SGHV;Grande Halle de La Villette;1;880;GROUPE;CP013;CH004;Collectivités;Samedi 14h & dimanche à 20h30;35
SGHV01;SGHV;Grande Halle de La Villette;1;880;GROUPE;CP014;CH001;Enseignement (groupes scolaires);Horaire Indifférencié;15
SGHV02;SGHV;Grande Halle de La Villette;2;520;INDIVIDUEL;CP001;CH002;Plein tarif;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;30
SGHV02;SGHV;Grande Halle de La Villette;2;520;INDIVIDUEL;CP001;CH003;Plein tarif;Vendredi & samedi à 20h30;30
SGHV02;SGHV;Grande Halle de La Villette;2;520;INDIVIDUEL;CP001;CH004;Plein tarif;Samedi 14h & dimanche à 20h30;30
SGHV02;SGHV;Grande Halle de La Villette;2;520;INDIVIDUEL;CP002;CH002;Moins de 30 ans + plus de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;30
SGHV02;SGHV;Grande Halle de La Villette;2;520;INDIVIDUEL;CP002;CH003;Moins de 30 ans + plus de 28 ans;Vendredi & samedi à 20h30;30
SGHV02;SGHV;Grande Halle de La Villette;2;520;INDIVIDUEL;CP002;CH004;Moins de 30 ans + plus de 28 ans;Samedi 14h & dimanche à 20h30;30
SGHV02;SGHV;Grande Halle de La Villette;2;520;INDIVIDUEL;CP003;CH002;Moins de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;15
SGHV02;SGHV;Grande Halle de La Villette;2;520;INDIVIDUEL;CP003;CH003;Moins de 28 ans;Vendredi & samedi à 20h30;15
SGHV02;SGHV;Grande Halle de La Villette;2;520;INDIVIDUEL;CP003;CH004;Moins de 28 ans;Samedi 14h & dimanche à 20h30;15
SGHV02;SGHV;Grande Halle de La Villette;2;520;INDIVIDUEL;CP004;CH002;Demandeurs d'emploi;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;15
SGHV02;SGHV;Grande Halle de La Villette;2;520;INDIVIDUEL;CP004;CH003;Demandeurs d'emploi;Vendredi & samedi à 20h30;15
SGHV02;SGHV;Grande Halle de La Villette;2;520;INDIVIDUEL;CP004;CH004;Demandeurs d'emploi;Samedi 14h & dimanche à 20h30;15
SGHV02;SGHV;Grande Halle de La Villette;2;520;INDIVIDUEL;CP005;CH001;Minima Sociaux;Horaire Indifférencié;10
SGHV02;SGHV;Grande Halle de La Villette;2;520;INDIVIDUEL;CP006;CH001;Personne en situation de handicap adulte;Horaire Indifférencié;15
SGHV02;SGHV;Grande Halle de La Villette;2;520;INDIVIDUEL;CP007;CH001;Personne en situation de handicap moins de 28 ans;Horaire Indifférencié;15
SGHV02;SGHV;Grande Halle de La Villette;2;520;INDIVIDUEL;CP008;CH001;Accompagnateur, accompagnatrice sous condition;Horaire Indifférencié;15
SGHV02;SGHV;Grande Halle de La Villette;2;520;ABONNEMENT;CP009;CH001;Carte Adulte;Horaire Indifférencié;20
SGHV02;SGHV;Grande Halle de La Villette;2;520;ABONNEMENT;CP010;CH001;Carte Jeune / Tarif moins de 28 ans;Horaire Indifférencié;10
SGHV02;SGHV;Grande Halle de La Villette;2;520;ABONNEMENT;CP011;CH001;Carte Famille / Tarif adulte;Horaire Indifférencié;20
SGHV02;SGHV;Grande Halle de La Villette;2;520;ABONNEMENT;CP012;CH001;Carte Famille / Tarif moins de 28 ans;Horaire Indifférencié;10
SGHV02;SGHV;Grande Halle de La Villette;2;520;GROUPE;CP014;CH001;Enseignement (groupes scolaires);Horaire Indifférencié;13
SGHV02;SGHV;Grande Halle de La Villette;2;520;GROUPE;CP015;CH001;Formations (groupes enseignants);Horaire Indifférencié;10
SGHV02;SGHV;Grande Halle de La Villette;2;520;GROUPE;CP016;CH001;Champ médico-social;Horaire Indifférencié;13
